transaction_id,property_id,transaction_date,transaction_price,transaction_type,agent_id,title,property_type,bedrooms,bathrooms,size_sqm,location_id,listing_price,status,listed_date,Listed_date,neighborhood,city,state,avg_price_per_sqm,price_per_sqm,transaction_year,transaction_of_month,price_hold
129,60,2023-11-15,209980262,Rent,1005,Duplex in Rumuodara,Residential,4,5,398,5,188966595,Available,2023-08-18,2023-08-18,Rumuodara,Obio-Akpor,Rivers,420000,527588.5979899497,2023,November,-21013667
130,61,2026-10-26,117170726,Rent,1016,Flat in D-Line,Residential,1,1,166,10,106481854,Available,2026-02-05,2026-02-05,D-Line,Port Harcourt,Rivers,620000,705847.7469879518,2026,October,-10688872
131,61,2027-01-13,110306292,Rent,1015,Flat in D-Line,Residential,1,1,166,10,106481854,Available,2026-02-05,2026-02-05,D-Line,Port Harcourt,Rivers,620000,664495.734939759,2027,January,-3824438
132,62,2023-05-14,107536189,Sale,1001,Commercial in Old GRA,Commercial,0,2,121,3,97199704,Sold,2023-03-23,2023-03-23,Old GRA,Port Harcourt,Rivers,800000,888728.8347107437,2023,May,-10336485
133,62,2024-05-09,97832559,Sale,1030,Commercial in Old GRA,Commercial,0,2,121,3,97199704,Sold,2023-03-23,2023-03-23,Old GRA,Port Harcourt,Rivers,800000,808533.5454545454,2024,May,-632855
134,63,2026-12-11,43921736,Sale,1011,Flat in Diobu,Residential,2,1,145,9,45745888,Sold,2026-02-20,2026-02-20,Diobu,Port Harcourt,Rivers,350000,302908.52413793106,2026,December,1824152
135,64,2024-05-25,52408634,Rent,1006,Flat in Borokiri,Residential,2,1,170,11,47493795,Sold,2023-12-29,2023-12-29,Borokiri,Port Harcourt,Rivers,300000,308286.08235294116,2024,May,-4914839
136,64,2025-01-31,47950100,Rent,1020,Flat in Borokiri,Residential,2,1,170,11,47493795,Sold,2023-12-29,2023-12-29,Borokiri,Port Harcourt,Rivers,300000,282059.4117647059,2025,January,-456305
137,65,2025-10-10,287755744,Sale,1023,Land in Ada George,Land,0,0,483,8,282446553,Sold,2024-11-11,2024-11-11,Ada George,Obio-Akpor,Rivers,480000,595767.585921325,2025,October,-5309191
138,65,2026-03-31,309180719,Sale,1019,Land in Ada George,Land,0,0,483,8,282446553,Sold,2024-11-11,2024-11-11,Ada George,Obio-Akpor,Rivers,480000,640125.7122153209,2026,March,-26734166
139,66,2023-12-13,34967146,Sale,1015,Flat in Diobu,Residential,3,2,80,9,34823243,Sold,2023-08-10,2023-08-10,Diobu,Port Harcourt,Rivers,350000,437089.325,2023,December,-143903
140,66,2024-09-18,35952001,Rent,1011,Flat in Diobu,Residential,3,2,80,9,34823243,Sold,2023-08-10,2023-08-10,Diobu,Port Harcourt,Rivers,350000,449400.0125,2024,September,-1128758
141,66,2025-08-26,36263267,Sale,1012,Flat in Diobu,Residential,3,2,80,9,34823243,Sold,2023-08-10,2023-08-10,Diobu,Port Harcourt,Rivers,350000,453290.8375,2025,August,-1440024
142,67,2025-01-24,368408734,Rent,1023,Land in Borokiri,Land,0,0,1179,11,383886530,Sold,2024-02-13,2024-02-13,Borokiri,Port Harcourt,Rivers,300000,312475.60135708225,2025,January,15477796
143,67,2026-01-03,429625766,Rent,1005,Land in Borokiri,Land,0,0,1179,11,383886530,Sold,2024-02-13,2024-02-13,Borokiri,Port Harcourt,Rivers,300000,364398.44444444444,2026,January,-45739236
144,68,2024-08-04,148752768,Lease,1023,Duplex in D-Line,Residential,5,3,294,10,157094776,Sold,2024-01-31,2024-01-31,D-Line,Port Harcourt,Rivers,620000,505961.79591836734,2024,August,8342008
145,69,2026-07-11,279293324,Rent,1013,Duplex in Old GRA,Residential,5,2,322,3,264187621,Sold,2025-11-09,2025-11-09,Old GRA,Port Harcourt,Rivers,800000,867370.5714285715,2026,July,-15105703
146,69,2027-04-16,287949976,Rent,1030,Duplex in Old GRA,Residential,5,2,322,3,264187621,Sold,2025-11-09,2025-11-09,Old GRA,Port Harcourt,Rivers,800000,894254.5838509317,2027,April,-23762355
147,70,2025-05-07,135244551,Lease,1005,Duplex in Ada George,Residential,3,2,313,8,141118014,Available,2024-06-27,2024-06-27,Ada George,Obio-Akpor,Rivers,480000,432091.21725239616,2025,May,5873463
148,71,2025-09-16,498027301,Lease,1001,Land in Woji,Land,0,0,910,7,534174580,Sold,2024-10-04,2024-10-04,Woji,Obio-Akpor,Rivers,550000,547282.7483516483,2025,September,36147279
149,71,2026-01-23,608435580,Rent,1017,Land in Woji,Land,0,0,910,7,534174580,Sold,2024-10-04,2024-10-04,Woji,Obio-Akpor,Rivers,550000,668610.5274725275,2026,January,-74261000
150,72,2024-11-01,732876216,Lease,1016,Land in Old GRA,Land,0,0,694,3,721622513,Sold,2024-01-25,2024-01-25,Old GRA,Port Harcourt,Rivers,800000,1056017.6023054754,2024,November,-11253703
151,72,2025-09-16,666823970,Sale,1010,Land in Old GRA,Land,0,0,694,3,721622513,Sold,2024-01-25,2024-01-25,Old GRA,Port Harcourt,Rivers,800000,960841.4553314121,2025,September,54798543
152,73,2026-10-01,539917387,Lease,1019,Land in Rumuola,Land,0,0,1025,6,547364738,Rented,2025-11-30,2025-11-30,Rumuola,Obio-Akpor,Rivers,500000,526748.6702439025,2026,October,7447351
153,74,2025-09-14,44347174,Rent,1004,Flat in Rumuodara,Residential,3,2,115,5,42744867,Rented,2024-11-07,2024-11-07,Rumuodara,Obio-Akpor,Rivers,420000,385627.6,2025,September,-1602307
154,74,2026-07-19,47741157,Lease,1018,Flat in Rumuodara,Residential,3,2,115,5,42744867,Rented,2024-11-07,2024-11-07,Rumuodara,Obio-Akpor,Rivers,420000,415140.49565217394,2026,July,-4996290
155,75,2025-12-27,267482271,Lease,1004,Duplex in Town,Residential,3,4,439,12,255802030,Sold,2025-04-16,2025-04-16,Town,Port Harcourt,Rivers,580000,609299.0227790433,2025,December,-11680241
156,76,2025-10-14,172946019,Sale,1015,Commercial in Rumuola,Commercial,0,3,383,6,174962806,Rented,2025-05-11,2025-05-11,Rumuola,Obio-Akpor,Rivers,500000,451556.1853785901,2025,October,2016787
157,76,2025-12-27,179756685,Sale,1025,Commercial in Rumuola,Commercial,0,3,383,6,174962806,Rented,2025-05-11,2025-05-11,Rumuola,Obio-Akpor,Rivers,500000,469338.6031331593,2025,December,-4793879
158,76,2026-05-13,206725609,Rent,1023,Commercial in Rumuola,Commercial,0,3,383,6,174962806,Rented,2025-05-11,2025-05-11,Rumuola,Obio-Akpor,Rivers,500000,539753.5483028721,2026,May,-31762803
159,77,2026-03-19,240814489,Sale,1020,Commercial in Ada George,Commercial,0,2,415,8,226002883,Rented,2025-04-11,2025-04-11,Ada George,Obio-Akpor,Rivers,480000,580275.8771084337,2026,March,-14811606
160,77,2026-08-01,248690068,Sale,1019,Commercial in Ada George,Commercial,0,2,415,8,226002883,Rented,2025-04-11,2025-04-11,Ada George,Obio-Akpor,Rivers,480000,599253.1759036145,2026,August,-22687185
161,77,2027-01-21,241077546,Sale,1011,Commercial in Ada George,Commercial,0,2,415,8,226002883,Rented,2025-04-11,2025-04-11,Ada George,Obio-Akpor,Rivers,480000,580909.7493975904,2027,January,-15074663
162,78,2025-11-24,395809156,Rent,1029,Land in D-Line,Land,0,0,611,10,376341327,Rented,2025-05-30,2025-05-30,D-Line,Port Harcourt,Rivers,620000,647805.4926350246,2025,November,-19467829
163,78,2026-02-10,375127890,Lease,1030,Land in D-Line,Land,0,0,611,10,376341327,Rented,2025-05-30,2025-05-30,D-Line,Port Harcourt,Rivers,620000,613957.2667757774,2026,February,1213437
164,79,2026-11-12,137323898,Sale,1008,Duplex in Borokiri,Residential,6,5,406,11,144675698,Sold,2025-11-12,2025-11-12,Borokiri,Port Harcourt,Rivers,300000,338236.20197044336,2026,November,7351800
165,79,2027-05-25,159806008,Rent,1013,Duplex in Borokiri,Residential,6,5,406,11,144675698,Sold,2025-11-12,2025-11-12,Borokiri,Port Harcourt,Rivers,300000,393610.85714285716,2027,May,-15130310
166,80,2025-11-05,60555945,Lease,1013,Flat in Town,Residential,1,1,96,12,61678183,Available,2024-11-17,2024-11-17,Town,Port Harcourt,Rivers,580000,630791.09375,2025,November,1122238
167,80,2026-10-25,69730039,Sale,1013,Flat in Town,Residential,1,1,96,12,61678183,Available,2024-11-17,2024-11-17,Town,Port Harcourt,Rivers,580000,726354.5729166666,2026,October,-8051856
168,80,2027-04-15,70432141,Lease,1015,Flat in Town,Residential,1,1,96,12,61678183,Available,2024-11-17,2024-11-17,Town,Port Harcourt,Rivers,580000,733668.1354166666,2027,April,-8753958
169,81,2024-09-20,50764199,Rent,1003,Flat in Rumuola,Residential,3,2,88,6,55144383,Available,2023-10-29,2023-10-29,Rumuola,Obio-Akpor,Rivers,500000,576865.8977272727,2024,September,4380184
170,81,2025-06-11,61905711,Rent,1012,Flat in Rumuola,Residential,3,2,88,6,55144383,Available,2023-10-29,2023-10-29,Rumuola,Obio-Akpor,Rivers,500000,703473.9886363636,2025,June,-6761328
171,82,2024-01-18,572811516,Lease,1027,Land in Old GRA,Land,0,0,550,3,590465925,Sold,2023-05-30,2023-05-30,Old GRA,Port Harcourt,Rivers,800000,1041475.4836363636,2024,January,17654409
172,82,2024-07-03,587771821,Lease,1011,Land in Old GRA,Land,0,0,550,3,590465925,Sold,2023-05-30,2023-05-30,Old GRA,Port Harcourt,Rivers,800000,1068676.038181818,2024,July,2694104
173,82,2024-10-07,642412496,Lease,1026,Land in Old GRA,Land,0,0,550,3,590465925,Sold,2023-05-30,2023-05-30,Old GRA,Port Harcourt,Rivers,800000,1168022.72,2024,October,-51946571
174,83,2025-12-02,234313874,Rent,1026,Commercial in Rumuokoro,Commercial,0,2,467,4,251796922,Sold,2025-10-09,2025-10-09,Rumuokoro,Obio-Akpor,Rivers,450000,501742.7708779443,2025,December,17483048
175,83,2026-01-09,254055665,Sale,1015,Commercial in Rumuokoro,Commercial,0,2,467,4,251796922,Sold,2025-10-09,2025-10-09,Rumuokoro,Obio-Akpor,Rivers,450000,544016.4132762313,2026,January,-2258743
176,83,2026-09-15,265505875,Rent,1030,Commercial in Rumuokoro,Commercial,0,2,467,4,251796922,Sold,2025-10-09,2025-10-09,Rumuokoro,Obio-Akpor,Rivers,450000,568535.0642398287,2026,September,-13708953
177,84,2024-02-07,57154986,Lease,1003,Flat in Diobu,Residential,2,1,143,9,59750250,Sold,2023-08-07,2023-08-07,Diobu,Port Harcourt,Rivers,350000,399685.2167832168,2024,February,2595264
178,84,2024-07-14,58653268,Rent,1029,Flat in Diobu,Residential,2,1,143,9,59750250,Sold,2023-08-07,2023-08-07,Diobu,Port Harcourt,Rivers,350000,410162.7132867133,2024,July,1096982
179,84,2024-09-08,65998937,Lease,1024,Flat in Diobu,Residential,2,1,143,9,59750250,Sold,2023-08-07,2023-08-07,Diobu,Port Harcourt,Rivers,350000,461531.02797202795,2024,September,-6248687
180,85,2026-08-02,110654344,Rent,1004,Flat in Ada George,Residential,2,1,162,8,103341719,Sold,2025-11-26,2025-11-26,Ada George,Obio-Akpor,Rivers,480000,683051.5061728396,2026,August,-7312625
181,86,2023-11-14,467449784,Sale,1017,Land in Town,Land,0,0,870,12,491782725,Sold,2023-09-06,2023-09-06,Town,Port Harcourt,Rivers,580000,537298.6022988505,2023,November,24332941
182,86,2023-12-18,475112180,Lease,1027,Land in Town,Land,0,0,870,12,491782725,Sold,2023-09-06,2023-09-06,Town,Port Harcourt,Rivers,580000,546105.9540229886,2023,December,16670545
183,87,2026-05-26,96621570,Sale,1013,Flat in Town,Residential,4,3,145,12,93819095,Rented,2026-02-18,2026-02-18,Town,Port Harcourt,Rivers,580000,666355.6551724138,2026,May,-2802475
184,87,2026-08-16,87560622,Lease,1029,Flat in Town,Residential,4,3,145,12,93819095,Rented,2026-02-18,2026-02-18,Town,Port Harcourt,Rivers,580000,603866.3586206896,2026,August,6258473
185,88,2025-12-06,254532207,Rent,1005,Duplex in Rumuokoro,Residential,6,5,408,4,238423703,Sold,2025-08-30,2025-08-30,Rumuokoro,Obio-Akpor,Rivers,450000,623853.4485294118,2025,December,-16108504
186,88,2026-10-20,216922035,Rent,1006,Duplex in Rumuokoro,Residential,6,5,408,4,238423703,Sold,2025-08-30,2025-08-30,Rumuokoro,Obio-Akpor,Rivers,450000,531671.6544117647,2026,October,21501668
187,89,2024-09-20,217798149,Sale,1030,Duplex in Rumuodara,Residential,4,4,446,5,204609356,Sold,2024-05-04,2024-05-04,Rumuodara,Obio-Akpor,Rivers,420000,488336.6569506726,2024,September,-13188793
188,89,2025-06-03,233552603,Sale,1029,Duplex in Rumuodara,Residential,4,4,446,5,204609356,Sold,2024-05-04,2024-05-04,Rumuodara,Obio-Akpor,Rivers,420000,523660.5448430493,2025,June,-28943247
189,89,2025-09-04,218363354,Lease,1012,Duplex in Rumuodara,Residential,4,4,446,5,204609356,Sold,2024-05-04,2024-05-04,Rumuodara,Obio-Akpor,Rivers,420000,489603.932735426,2025,September,-13753998
190,90,2024-10-19,225529447,Rent,1003,Commercial in Rumuola,Commercial,0,1,465,6,230840897,Sold,2024-07-10,2024-07-10,Rumuola,Obio-Akpor,Rivers,500000,485009.5634408602,2024,October,5311450
191,90,2025-09-21,245406469,Rent,1010,Commercial in Rumuola,Commercial,0,1,465,6,230840897,Sold,2024-07-10,2024-07-10,Rumuola,Obio-Akpor,Rivers,500000,527755.8473118279,2025,September,-14565572
192,91,2023-12-22,124519538,Rent,1029,Duplex in Rumuokoro,Residential,3,3,257,4,111675195,Rented,2023-11-09,2023-11-09,Rumuokoro,Obio-Akpor,Rivers,450000,484511.82101167314,2023,December,-12844343
193,91,2024-10-12,119533093,Sale,1024,Duplex in Rumuokoro,Residential,3,3,257,4,111675195,Rented,2023-11-09,2023-11-09,Rumuokoro,Obio-Akpor,Rivers,450000,465109.3112840467,2024,October,-7857898
194,91,2025-10-07,107218654,Sale,1016,Duplex in Rumuokoro,Residential,3,3,257,4,111675195,Rented,2023-11-09,2023-11-09,Rumuokoro,Obio-Akpor,Rivers,450000,417193.20622568094,2025,October,4456541
195,92,2026-10-28,78757964,Sale,1017,Flat in D-Line,Residential,1,1,113,10,73829205,Sold,2026-01-16,2026-01-16,D-Line,Port Harcourt,Rivers,620000,696973.1327433628,2026,October,-4928759
196,93,2025-10-08,170879008,Sale,1013,Commercial in Town,Commercial,0,1,205,12,150580380,Rented,2025-03-08,2025-03-08,Town,Port Harcourt,Rivers,580000,833556.1365853659,2025,October,-20298628
197,94,2026-11-25,640440971,Rent,1006,Land in Rumuodara,Land,0,0,1177,5,637860909,Sold,2026-03-25,2026-03-25,Rumuodara,Obio-Akpor,Rivers,420000,544129.9668649108,2026,November,-2580062
198,94,2027-01-31,622440846,Sale,1001,Land in Rumuodara,Land,0,0,1177,5,637860909,Sold,2026-03-25,2026-03-25,Rumuodara,Obio-Akpor,Rivers,420000,528836.7425658454,2027,January,15420063
199,94,2027-03-22,767564471,Lease,1017,Land in Rumuodara,Land,0,0,1177,5,637860909,Sold,2026-03-25,2026-03-25,Rumuodara,Obio-Akpor,Rivers,420000,652136.3389974511,2027,March,-129703562
200,95,2025-12-20,138055016,Lease,1023,Commercial in Rumuokoro,Commercial,0,1,280,4,125912597,Sold,2025-03-09,2025-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,493053.6285714286,2025,December,-12142419
201,95,2026-12-12,134035940,Rent,1005,Commercial in Rumuokoro,Commercial,0,1,280,4,125912597,Sold,2025-03-09,2025-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,478699.78571428574,2026,December,-8123343
202,95,2027-06-18,121451129,Sale,1026,Commercial in Rumuokoro,Commercial,0,1,280,4,125912597,Sold,2025-03-09,2025-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,433754.03214285715,2027,June,4461468
203,96,2026-05-09,45786642,Rent,1022,Flat in Rumuola,Residential,4,3,88,6,43404576,Available,2025-09-21,2025-09-21,Rumuola,Obio-Akpor,Rivers,500000,520302.75,2026,May,-2382066
204,96,2026-11-13,48985838,Rent,1028,Flat in Rumuola,Residential,4,3,88,6,43404576,Available,2025-09-21,2025-09-21,Rumuola,Obio-Akpor,Rivers,500000,556657.25,2026,November,-5581262
205,97,2025-06-21,208440402,Sale,1015,Commercial in Diobu,Commercial,0,3,442,9,184026624,Rented,2025-04-08,2025-04-08,Diobu,Port Harcourt,Rivers,350000,471584.6199095023,2025,June,-24413778
206,98,2026-07-05,100679023,Rent,1024,Flat in Town,Residential,4,3,177,12,93812134,Available,2025-12-29,2025-12-29,Town,Port Harcourt,Rivers,580000,568808.0395480226,2026,July,-6866889
207,99,2024-01-13,62953011,Sale,1016,Commercial in Diobu,Commercial,0,1,142,9,58217328,Sold,2023-10-05,2023-10-05,Diobu,Port Harcourt,Rivers,350000,443331.0633802817,2024,January,-4735683
208,100,2024-12-28,47859559,Rent,1009,Flat in Rumuokoro,Residential,1,1,93,4,43505248,Sold,2024-03-09,2024-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,514618.91397849465,2024,December,-4354311
209,100,2025-04-01,47370229,Lease,1024,Flat in Rumuokoro,Residential,1,1,93,4,43505248,Sold,2024-03-09,2024-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,509357.3010752688,2025,April,-3864981
210,100,2025-05-16,46201337,Lease,1009,Flat in Rumuokoro,Residential,1,1,93,4,43505248,Sold,2024-03-09,2024-03-09,Rumuokoro,Obio-Akpor,Rivers,450000,496788.5698924731,2025,May,-2696089
211,101,2026-04-03,189076667,Lease,1015,Duplex in Rumuokoro,Residential,5,5,322,4,177648111,Sold,2025-05-13,2025-05-13,Rumuokoro,Obio-Akpor,Rivers,450000,587194.6180124223,2026,April,-11428556
212,101,2026-05-31,189563580,Rent,1006,Duplex in Rumuokoro,Residential,5,5,322,4,177648111,Sold,2025-05-13,2025-05-13,Rumuokoro,Obio-Akpor,Rivers,450000,588706.7701863354,2026,May,-11915469
213,102,2026-04-01,438366494,Rent,1024,Land in Town,Land,0,0,781,12,389423120,Available,2026-01-09,2026-01-09,Town,Port Harcourt,Rivers,580000,561288.7247119078,2026,April,-48943374
214,102,2027-01-16,355464039,Sale,1008,Land in Town,Land,0,0,781,12,389423120,Available,2026-01-09,2026-01-09,Town,Port Harcourt,Rivers,580000,455139.61459667096,2027,January,33959081
215,103,2025-01-02,255515110,Sale,1030,Duplex in GRA Phase 2,Residential,4,2,200,2,225789454,Available,2024-05-21,2024-05-21,GRA Phase 2,Port Harcourt,Rivers,920000,1277575.55,2025,January,-29725656
216,103,2025-02-19,254414770,Rent,1024,Duplex in GRA Phase 2,Residential,4,2,200,2,225789454,Available,2024-05-21,2024-05-21,GRA Phase 2,Port Harcourt,Rivers,920000,1272073.85,2025,February,-28625316
217,104,2024-03-28,355766478,Rent,1011,Land in Rumuodara,Land,0,0,936,5,364104273,Sold,2023-09-16,2023-09-16,Rumuodara,Obio-Akpor,Rivers,420000,380092.391025641,2024,March,8337795
218,105,2026-06-28,642241960,Rent,1022,Land in Woji,Land,0,0,877,7,638572799,Rented,2025-08-10,2025-08-10,Woji,Obio-Akpor,Rivers,550000,732316.9441277081,2026,June,-3669161
219,106,2024-04-24,179199117,Sale,1013,Duplex in Woji,Residential,5,3,238,7,162171478,Sold,2023-12-02,2023-12-02,Woji,Obio-Akpor,Rivers,550000,752937.4663865546,2024,April,-17027639
220,107,2025-03-23,676008222,Lease,1011,Land in Old GRA,Land,0,0,892,3,615722062,Rented,2024-09-30,2024-09-30,Old GRA,Port Harcourt,Rivers,800000,757856.7511210763,2025,March,-60286160
221,107,2025-12-11,561144182,Sale,1010,Land in Old GRA,Land,0,0,892,3,615722062,Rented,2024-09-30,2024-09-30,Old GRA,Port Harcourt,Rivers,800000,629085.4058295964,2025,December,54577880
222,108,2027-04-10,151061540,Lease,1019,Commercial in Diobu,Commercial,0,4,466,9,154808793,Rented,2026-04-27,2026-04-27,Diobu,Port Harcourt,Rivers,350000,324166.3948497854,2027,April,3747253
223,108,2027-08-18,181510321,Rent,1025,Commercial in Diobu,Commercial,0,4,466,9,154808793,Rented,2026-04-27,2026-04-27,Diobu,Port Harcourt,Rivers,350000,389507.12660944206,2027,August,-26701528
224,109,2026-06-16,192248494,Sale,1008,Flat in GRA Phase 2,Residential,1,1,149,2,169463839,Available,2026-05-14,2026-05-14,GRA Phase 2,Port Harcourt,Rivers,920000,1290258.3489932886,2026,June,-22784655
225,110,2025-03-03,457965829,Sale,1025,Land in Woji,Land,0,0,655,7,402173237,Available,2025-01-28,2025-01-28,Woji,Obio-Akpor,Rivers,550000,699184.4717557252,2025,March,-55792592
226,110,2025-09-06,396974569,Rent,1008,Land in Woji,Land,0,0,655,7,402173237,Available,2025-01-28,2025-01-28,Woji,Obio-Akpor,Rivers,550000,606068.0442748092,2025,September,5198668
227,110,2025-11-05,491568180,Sale,1023,Land in Woji,Land,0,0,655,7,402173237,Available,2025-01-28,2025-01-28,Woji,Obio-Akpor,Rivers,550000,750485.7709923664,2025,November,-89394943
228,111,2025-06-08,253604368,Rent,1014,Duplex in Town,Residential,3,5,430,12,225150697,Rented,2025-01-11,2025-01-11,Town,Port Harcourt,Rivers,580000,589777.6,2025,June,-28453671
229,112,2026-08-25,214271375,Sale,1019,Commercial in D-Line,Commercial,0,2,322,10,187275991,Rented,2025-12-04,2025-12-04,D-Line,Port Harcourt,Rivers,620000,665439.0527950311,2026,August,-26995384
230,112,2026-12-01,197655251,Lease,1003,Commercial in D-Line,Commercial,0,2,322,10,187275991,Rented,2025-12-04,2025-12-04,D-Line,Port Harcourt,Rivers,620000,613836.1832298137,2026,December,-10379260
231,113,2027-01-05,261966319,Sale,1008,Duplex in Ada George,Residential,6,5,403,8,244289050,Sold,2026-04-28,2026-04-28,Ada George,Obio-Akpor,Rivers,480000,650040.4937965261,2027,January,-17677269
232,114,2024-12-31,215701937,Rent,1011,Duplex in Ada George,Residential,4,2,322,8,199508457,Sold,2024-05-14,2024-05-14,Ada George,Obio-Akpor,Rivers,480000,669881.7919254658,2024,December,-16193480
233,114,2025-06-18,196560963,Sale,1005,Duplex in Ada George,Residential,4,2,322,8,199508457,Sold,2024-05-14,2024-05-14,Ada George,Obio-Akpor,Rivers,480000,610437.7732919254,2025,June,2947494
234,115,2025-01-20,95632146,Sale,1015,Commercial in Old GRA,Commercial,0,3,114,3,100060376,Available,2024-10-27,2024-10-27,Old GRA,Port Harcourt,Rivers,800000,838878.4736842106,2025,January,4428230
235,115,2025-09-15,97357278,Lease,1025,Commercial in Old GRA,Commercial,0,3,114,3,100060376,Available,2024-10-27,2024-10-27,Old GRA,Port Harcourt,Rivers,800000,854011.2105263158,2025,September,2703098
236,115,2026-03-21,105532366,Sale,1003,Commercial in Old GRA,Commercial,0,3,114,3,100060376,Available,2024-10-27,2024-10-27,Old GRA,Port Harcourt,Rivers,800000,925722.5087719298,2026,March,-5471990
237,116,2025-06-01,186995346,Rent,1020,Commercial in Ada George,Commercial,0,2,281,8,168453814,Sold,2024-11-28,2024-11-28,Ada George,Obio-Akpor,Rivers,480000,665463.8647686833,2025,June,-18541532
238,116,2025-12-15,158157934,Rent,1008,Commercial in Ada George,Commercial,0,2,281,8,168453814,Sold,2024-11-28,2024-11-28,Ada George,Obio-Akpor,Rivers,480000,562839.6227758008,2025,December,10295880
239,116,2026-08-04,185301563,Rent,1010,Commercial in Ada George,Commercial,0,2,281,8,168453814,Sold,2024-11-28,2024-11-28,Ada George,Obio-Akpor,Rivers,480000,659436.1672597865,2026,August,-16847749
240,117,2025-05-27,86290909,Lease,1018,Duplex in Diobu,Residential,3,3,223,9,75761419,Sold,2025-04-12,2025-04-12,Diobu,Port Harcourt,Rivers,350000,386954.74887892377,2025,May,-10529490
241,118,2025-09-22,96656612,Sale,1004,Flat in Woji,Residential,4,3,142,7,94182445,Available,2025-07-06,2025-07-06,Woji,Obio-Akpor,Rivers,550000,680680.3661971831,2025,September,-2474167
242,119,2024-08-17,278779406,Lease,1012,Land in Rumuola,Land,0,0,601,6,288719859,Sold,2024-05-13,2024-05-13,Rumuola,Obio-Akpor,Rivers,500000,463859.2445923461,2024,August,9940453
243,120,2026-04-15,327207848,Lease,1030,Duplex in Town,Residential,6,4,397,12,310463180,Sold,2026-02-01,2026-02-01,Town,Port Harcourt,Rivers,580000,824201.1284634761,2026,April,-16744668
244,120,2026-05-26,378694616,Sale,1029,Duplex in Town,Residential,6,4,397,12,310463180,Sold,2026-02-01,2026-02-01,Town,Port Harcourt,Rivers,580000,953890.7204030227,2026,May,-68231436
245,120,2026-08-29,323928071,Lease,1004,Duplex in Town,Residential,6,4,397,12,310463180,Sold,2026-02-01,2026-02-01,Town,Port Harcourt,Rivers,580000,815939.725440806,2026,August,-13464891
246,121,2023-10-30,289133657,Rent,1014,Duplex in GRA Phase 2,Residential,6,4,336,2,301608952,Rented,2023-09-05,2023-09-05,GRA Phase 2,Port Harcourt,Rivers,920000,860516.8363095238,2023,October,12475295
247,121,2024-06-18,331286705,Lease,1022,Duplex in GRA Phase 2,Residential,6,4,336,2,301608952,Rented,2023-09-05,2023-09-05,GRA Phase 2,Port Harcourt,Rivers,920000,985972.3363095238,2024,June,-29677753
248,122,2024-06-02,51708613,Lease,1009,Flat in Rumuola,Residential,3,2,75,6,45804019,Available,2024-01-15,2024-01-15,Rumuola,Obio-Akpor,Rivers,500000,689448.1733333333,2024,June,-5904594
249,122,2024-09-16,43550391,Rent,1020,Flat in Rumuola,Residential,3,2,75,6,45804019,Available,2024-01-15,2024-01-15,Rumuola,Obio-Akpor,Rivers,500000,580671.88,2024,September,2253628
250,123,2026-09-21,35060237,Rent,1016,Flat in Borokiri,Residential,4,3,95,11,34550336,Rented,2025-12-10,2025-12-10,Borokiri,Port Harcourt,Rivers,300000,369055.1263157895,2026,September,-509901
251,123,2027-03-13,34345760,Lease,1007,Flat in Borokiri,Residential,4,3,95,11,34550336,Rented,2025-12-10,2025-12-10,Borokiri,Port Harcourt,Rivers,300000,361534.3157894737,2027,March,204576
252,124,2024-06-08,197058950,Rent,1026,Duplex in Town,Residential,3,3,331,12,185019108,Sold,2024-01-03,2024-01-03,Town,Port Harcourt,Rivers,580000,595344.2598187311,2024,June,-12039842
253,124,2025-01-19,199819118,Lease,1016,Duplex in Town,Residential,3,3,331,12,185019108,Sold,2024-01-03,2024-01-03,Town,Port Harcourt,Rivers,580000,603683.1359516616,2025,January,-14800010
254,124,2025-10-24,187775356,Rent,1017,Duplex in Town,Residential,3,3,331,12,185019108,Sold,2024-01-03,2024-01-03,Town,Port Harcourt,Rivers,580000,567297.1480362538,2025,October,-2756248
255,125,2024-11-14,371090419,Rent,1008,Land in Diobu,Land,0,0,1025,9,400747981,Available,2024-07-15,2024-07-15,Diobu,Port Harcourt,Rivers,350000,362039.4331707317,2024,November,29657562
256,125,2025-05-06,367703051,Lease,1017,Land in Diobu,Land,0,0,1025,9,400747981,Available,2024-07-15,2024-07-15,Diobu,Port Harcourt,Rivers,350000,358734.683902439,2025,May,33044930
257,126,2024-02-12,838798808,Sale,1008,Land in GRA Phase 1,Land,0,0,866,1,733205892,Rented,2023-09-16,2023-09-16,GRA Phase 1,Port Harcourt,Rivers,850000,968589.8475750578,2024,February,-105592916
258,126,2024-07-27,799478959,Rent,1002,Land in GRA Phase 1,Land,0,0,866,1,733205892,Rented,2023-09-16,2023-09-16,GRA Phase 1,Port Harcourt,Rivers,850000,923185.8648960739,2024,July,-66273067
259,126,2024-12-16,852398132,Lease,1012,Land in GRA Phase 1,Land,0,0,866,1,733205892,Rented,2023-09-16,2023-09-16,GRA Phase 1,Port Harcourt,Rivers,850000,984293.454965358,2024,December,-119192240
